OfferingName,ProductSkuName,Australia Central,Australia Central 2 *,Australia East,Australia Southeast,Austria East,Belgium Central,Brazil South,Brazil Southeast,Canada Central,Canada East,Central India,Central US,Chile Central,China East,China East 2,China East 3 *,China North,China North 2,China North 3,Denmark East,East Asia,East US,East US 2,France Central,France South *,Germany North *,Germany West Central,India South Central,Indonesia Central,Israel Central,Italy North,Japan East,Japan West,Korea Central,Korea South *,Malaysia West,Mexico Central,New Zealand North,Non Regional,North Central US,North Europe,Norway East,Norway West *,Poland Central,Qatar Central,South Africa North,South Africa West *,South Central US,South India,Southeast Asia,Spain Central,Sweden Central,Sweden South *,Switzerland North,Switzerland West *,Taiwan North **,UAE Central *,UAE North,UK South,UK West,West Central US,West Europe,West India *,West US,West US 2,West US 3
API Management,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
App Service,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
App Service,App Service Environments,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,,,GA,,,GA,GA,GA,GA,,GA,GA,,,,,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,,,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
App Service,App Service Free,,,,,,GA,,,,,,,,,,,,,,,,,GA,,,,,,GA,,,,GA,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,
App Service,App Service Premium v3,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,GA,,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,,GA,GA,GA
Application Gateway,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Application Gateway,Application Gateway for Containers,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,,GA,,GA,,,,,,GA,GA,GA,,,,,,GA,,GA,,GA,,GA,,,,GA,GA,,,GA,,GA,GA,GA
Application Gateway,Application Gateway v2,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,,GA,GA,GA,GA,Preview,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,,GA,GA,,,GA,GA,GA,GA,GA
Artifact Signing,General,,,,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,,Preview,Preview,,Preview,Preview,Preview
Automation,General,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Automation,Change Tracking,,,Closing Down,,,,Closing Down,,Closing Down,,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,,,Closing Down,,Closing Down,,,,,,Closing Down,Closing Down,Closing Down,,,,,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down
Automation,Update Management,,,GA,,,,GA,,GA,,GA,GA,,,GA,,,,,,GA,GA,GA,GA,,,,,,,,GA,,GA,,,,,,GA,GA,GA,,,,Preview,,GA,,GA,,,,GA,,,,GA,GA,,,GA,,GA,GA,
Azure Active Directory B2C,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Advisor,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Advisor,Azure Advisor Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure AI Search,General,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA
Azure AI Search,AI Enrichment,,,GA,,,,GA,,GA,,GA,GA,,,GA,,,,,,GA,GA,GA,GA,,,GA,,,,,GA,GA,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,,GA,GA,,GA,GA,GA
Azure AI Search,Semantic Ranker,,,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,GA,,GA,GA,GA,GA,,,GA,,,,GA,GA,GA,GA,GA,,,,,GA,GA,,,GA,GA,,,GA,,GA,,GA,,GA,GA,,,,GA,GA,GA,GA,,GA,GA,GA
Azure Analysis Services,General,,,GA,GA,,GA,GA,,GA,,,GA,,,GA,,GA,,,,,GA,GA,,,,,,,,,GA,GA,,,,,,,GA,GA,,,,,,,GA,,GA,,,,,,GA,,,GA,,GA,GA,GA,GA,GA,
Azure App Configuration,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure App Service Static Web Apps,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure App Service Static Web Apps,Static Web Apps Free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure App Service Static Web Apps,Static Web Apps Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure App Testing,General,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,GA,GA,,,,GA,,,,,GA,,,,,,,GA,,GA,,GA,,GA,,,,,GA,,,GA,,,GA,GA
Azure App Testing,Playwright Workspaces,,,,,,,,,,,,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,GA
Azure Applied AI Services,Azure AI Document Intelligence,,,GA,,GA,,GA,,GA,,GA,GA,,,GA,,,GA,GA,,GA,GA,GA,GA,,,GA,,,,,GA,GA,GA,,,,,,GA,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,,GA,GA,,GA,GA,GA
Azure Applied AI Services,Azure AI Immersive Reader,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,,GA,GA,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,,GA,GA,,GA,GA,GA
Azure Applied AI Services,Azure Video Indexer,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,,GA,GA,GA,,,,,,,GA,,,,,,,GA,,GA,,Preview,,GA,GA,,,,GA,,GA,GA,,GA,GA,GA
Azure Arc Appliance,General,,,GA,,,,,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,,,GA,,,,GA,GA,,,,,,,,GA,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,GA,,GA,,,GA,GA
Azure Arc enabled Kubernetes,General,,,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,,,GA,,,GA,GA,GA,GA,,,GA,,GA,Preview,GA,GA,GA,GA,,GA,,,,GA,GA,GA,,,,GA,,GA,GA,GA,,GA,,GA,,,,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Arc enabled Kubernetes,Arc enabled Open Service Mesh,,,GA,,,,,,,,,GA,,,,,,,,,,GA,GA,,,,GA,,,,GA,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,GA,,,GA,GA
Azure Arc enabled System Center Virtual Machine Manager,General,,,GA,,,,,,,,,GA,,,,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,GA,,,GA,GA
Azure Arc enabled VMware vSphere,General,,,GA,,,,,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,,,,,,,GA,GA,,,,,,,,GA,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,GA,,GA,,,GA,GA
Azure Arc-enabled servers,General,,,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,,,GA,GA,,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Arc-enabled SQL Server,General,,,GA,,,,GA,,GA,GA,GA,GA,,,,,,,,,,GA,GA,GA,,,,,,,,GA,,GA,,,,,,,GA,GA,,,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,GA,GA,GA,,,GA,GA
Azure Automanage Machine Configuration,General,,,GA,,,,GA,,GA,GA,GA,GA,,,GA,,,,GA,,GA,GA,GA,GA,GA,,GA,,,,,GA,GA,GA,GA,,,,,GA,GA,GA,,,GA,GA,GA,GA,,GA,,GA,,GA,GA,,,GA,GA,,GA,GA,,GA,GA,GA
Azure Bastion,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Bastion,Bastion Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preview,Preview,,,,,,,,,,,,,,,,,,,,Preview,,,Preview,,
Azure Bastion,Bastion Standard SKU,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,,,,GA,GA,Preview,GA,GA,,,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,Preview,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,,,,GA,GA,GA,GA,Preview,GA,GA,Preview,GA
Azure Blueprints,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Bot Service,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Business Continuity Center,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Carbon Optimization,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Center for SAP Solutions,General,GA,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,GA,GA,,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,,,GA,,GA,GA,GA
Azure Chaos Studio,General,,,GA,,,,GA,,,,,GA,,,,,,,,,,GA,GA,,,,,,,,,GA,,,,,,,,GA,,,,,,,,,,GA,,GA,,,,,,,GA,,GA,GA,,GA,,
Azure Chaos Studio,Resource Targeting,,,GA,,,,GA,,,,,GA,,,,,,,,,GA,GA,GA,,,,,,,,,GA,,,,,,,,GA,GA,,,,,,,,,GA,,GA,,,,,,,GA,,GA,GA,,GA,GA,GA
Azure Cloud HSM,General,,,GA,GA,,,GA,,GA,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,,,,GA,,,,GA,GA,GA,,,,,GA,,GA,,GA,,GA,GA,,,,GA,GA,GA,GA,,GA,GA,GA
Azure Communication Services,General,,,GA,,GA,GA,GA,,GA,,GA,GA,,,,,,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,,GA,GA,GA,,,,,,GA,GA,,,,,GA,,GA,,GA,,,,GA,GA,GA,GA,GA,GA,,,GA,,GA,GA,GA
Azure Compute Fleet,General,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,,,,,,,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Confidential Ledger,General,,,GA,,,,,,,,Preview,,,,,,,,,,,GA,,,,,GA,,,,GA,,,,,,,,,,,,,,,,,GA,,GA,,GA,,,,,,GA,,,,GA,,GA,,
Azure Container Apps,General,,,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,,,GA,,,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Container Apps,Azure Container Apps - Azure Arc,,,,,,,,,,,,,,,,,,,,,Preview,Preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,Preview,,,,
Azure Container Apps,Azure Container Apps - Dedicated,,,GA,,,,GA,,GA,,,GA,,,,,,,GA,,GA,GA,GA,GA,,,GA,,,,,GA,,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,,,GA,,GA,GA,GA
Azure Container Storage,General,,,Preview,,,,Preview,,Preview,Preview,Preview,Preview,,,,,,,,,Preview,Preview,Preview,Preview,,,Preview,,,,,Preview,,Preview,,,,,,Preview,Preview,,,,,Preview,,Preview,,Preview,,Preview,,Preview,,,,Preview,Preview,,Preview,Preview,,Preview,Preview,Preview
Azure Cosmos DB,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Data Box,General,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,
Azure Data Box,Data Box 120,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,,,,,,GA,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Data Box,Data Box 525,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,,,,,,,,,,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,,,,,,,GA,GA,,,GA,GA,,,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,GA,GA,GA,GA
Azure Data Box,Data Box Disk,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,GA,GA,,GA,GA,,,GA,GA,GA,GA,GA,,GA,,,,,GA,GA,GA,GA,,,,,GA,GA,,GA,,,GA,,GA,GA,GA,,,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,
Azure Data Box,Import/Export,,,GA,GA,,,GA,,GA,GA,GA,GA,,GA,GA,,GA,,,,GA,GA,GA,GA,,,GA,,,,,GA,GA,GA,,,,,,GA,GA,GA,,,,GA,,GA,GA,GA,,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,
Azure Data Explorer,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,Preview,GA,GA,Preview,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,Preview,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,Preview,,Preview,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Data Lake Storage Gen1,General,,,,,,Closing Down,,,,,,Closing Down,,,,,,,,,,,Closing Down,,,,,,,,,,Closing Down,,,,,,,Closing Down,Closing Down,,,,,,,,,,,,,,,Closing Down,,,Closing Down,,,Closing Down,,,,
Azure Data Manager for Energy,General,,,GA,,,,GA,,,,GA,,,,,,,,,,,GA,,,,,,,GA,,,,,,,,,,,,GA,,,,GA,GA,,GA,,GA,,GA,,,,,,GA,,,,GA,,,,
Azure Data Share,General,,,GA,,,GA,,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,,,,,,,,,GA,,,,,,,,GA,,,,,GA,,GA,,GA,,,,,,GA,,,GA,,,GA,,GA,GA,
Azure Data Share,Snapshot Execution,,,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,,GA,GA,GA,,,,,,GA,GA,GA,,,,GA,,GA,GA,GA,,,,GA,,,,GA,GA,GA,GA,GA,,GA,GA,
Azure Database for MariaDB,General,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Azure Database for MySQL,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Database for MySQL,Azure Database for MySQL - Flexible Server,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Database for MySQL,Azure Database for MySQL - Single Server,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Azure Database for PostgreSQL,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Database for PostgreSQL,Azure Database for PostgreSQL - Flexible Server,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Database for PostgreSQL,Azure Database for PostgreSQL – Azure Arc,,,Preview,,,,Preview,,Preview,Preview,Preview,Preview,,,,,,,,,Preview,Preview,Preview,Preview,,,,,,,,Preview,,Preview,,,,,,Preview,Preview,Preview,,,,Preview,,Preview,,Preview,,Preview,,Preview,,,,Preview,Preview,Preview,Preview,Preview,,Preview,Preview,Preview
Azure Database for PostgreSQL,Hyperscale (Citus),GA,,GA,,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,,GA,GA,GA,,,,,,GA,GA,,,GA,GA,,,GA,GA,GA,,GA,,GA,GA,,,,GA,,GA,GA,,GA,GA,GA
Azure Database Migration Service,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Databricks,General,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,GA,,GA,,,GA,GA,GA,,,GA,,,GA,GA,GA,,,GA,GA,,GA,GA,GA,,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure DDoS Protection,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,GA,,,Preview,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure DDoS Protection,DDoS IP Protection,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Dedicated HSM,General,,,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,,,,,,,,,,Closing Down,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,,,,,,,,Closing Down,,,,,,,Closing Down,Closing Down,Closing Down,,,,Closing Down,Closing Down,,,,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,
Azure Defender for IoT,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Deployment Environments,General,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,GA,,,GA,,,,GA,GA,GA,GA,,,,,,,GA,,,GA,,GA,,GA,,GA,GA,GA,,GA,,,,GA,GA,,,GA,,,Preview,GA
Azure Device Registry,General,,,,,,,,,,,,,,,,,,,,,,GA,GA,,,,GA,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,GA,,GA,GA,GA
Azure DevOps,General,,,GA,,,,GA,,GA,,,GA,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,GA,,,,,,,,GA,GA,,,,,,,,,,GA,,,GA,,,,
Azure DevTest Labs,General,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,,,,,,GA,GA,GA,GA,GA,GA,,GA,,GA,,,GA,GA,GA,GA,,,,,GA,GA,GA,,,Preview,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure Digital Twins,General,,,GA,,,,,,,,,,,,,,,,,,,GA,GA,,,,,,,,,GA,,GA,,,,,,,GA,,,,GA,,,GA,,GA,,,,,,,,,GA,,GA,GA,,,GA,GA
Azure DNS,General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure DNS,Azure DNS Private Resolver,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,GA,,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Azure DNS,Azure DNS Private Zones,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Azure DNS,Azure DNS Public Zones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Elastic SAN,General,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,,GA,GA,GA
Azure Enclave,General,,,,,,,,,,,,Preview,,,,,,,,,,Preview,Preview,,,,,,,,,,,,,,,,,Preview,,,,,,,,Preview,,,,,,,,,,,,,Preview,,,Preview,Preview,Preview
Azure Files,General,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
