OfferingName,ProductSkuName,Australia Central,Australia Central 2 *,Australia East,Australia Southeast,Austria East,Belgium Central,Brazil South,Brazil Southeast,Canada Central,Canada East,Central India,Central US,Chile Central,China East,China East 2,China East 3 *,China North,China North 2,China North 3,Denmark East,East Asia,East US,East US 2,East US 3,France Central,France South *,Germany North *,Germany West Central,Indonesia Central,Israel Central,Italy North,Japan East,Japan West,Korea Central,Korea South *,Malaysia West,Mexico Central,New Zealand North,Non Regional,North Central US,North Europe,Norway East,Norway West *,Poland Central,Qatar Central,South Africa North,South Africa West *,South Central US,South India,Southeast Asia,Spain Central,Sweden Central,Sweden South *,Switzerland North,Switzerland West *,Taiwan North **,UAE Central *,UAE North,UK South,UK West,USGov Arizona **,USGov Texas,USGov Virginia,West Central US,West Europe,West India *,West US,West US 2,West US 3
Microsoft Entra ID,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Entra ID,Free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Entra ID,Premium P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Entra ID,Premium P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Fabric,Offer Coverage,,,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,,GA,,,GA,,GA,GA,GA,GA,GA,,,GA,,,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,GA,,,,GA,GA,,GA,GA,GA
Microsoft Foundry,Offer Coverage,,,GA,,,,GA,,GA,GA,GA,GA,,,GA,,GA,,GA,,GA,GA,GA,,GA,,,GA,,,GA,GA,GA,GA,,,,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,,GA,,GA,GA,GA,,GA,GA,GA
Microsoft Foundry,Azure AI Anomaly Detector,,,Closing Down,,,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,,,Closing Down,,Closing Down,,,,Closing Down,Closing Down,Closing Down,,Closing Down,,,Closing Down,,,,Closing Down,Closing Down,Closing Down,,,,,,Closing Down,Closing Down,Closing Down,,,Closing Down,Closing Down,,Closing Down,,Closing Down,,Closing Down,,Closing Down,,,,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down
Microsoft Foundry,Azure AI Content Moderator,,,Closing Down,,,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,,,Closing Down,,Closing Down,,,,Closing Down,Closing Down,Closing Down,,Closing Down,,,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,,,,,,Closing Down,Closing Down,Closing Down,,,Closing Down,Closing Down,,Closing Down,,Closing Down,,Closing Down,,Closing Down,Closing Down,,,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down
Microsoft Foundry,Azure AI Immersive Reader,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,GA,,,GA,,,,GA,GA,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,,,,,GA,GA,,GA,GA,GA
Microsoft Foundry,Azure AI Metrics Advisor,,,Closing Down,,,,Closing Down,,Closing Down,,Closing Down,Closing Down,,,Closing Down,,,,,,Closing Down,Closing Down,Closing Down,,Closing Down,,,Closing Down,,,,Closing Down,,Closing Down,,,,,,Closing Down,Closing Down,,,,,,,Closing Down,,Closing Down,,Closing Down,,,Closing Down,,,Closing Down,Closing Down,,,,,,Closing Down,,Closing Down,Closing Down,Closing Down
Microsoft Foundry,Azure Custom Vision,,,Closing Down,,,,,,,,Closing Down,,,,,,,,,,,Closing Down,Closing Down,,,,,Closing Down,,,,Closing Down,,,,,,,,Closing Down,Closing Down,,,,,,,Closing Down,,Closing Down,,Closing Down,,,,,,,Closing Down,,,,Closing Down,,Closing Down,,,Closing Down,
Microsoft Foundry,Azure Document Intelligence,,,GA,,GA,,GA,,GA,,GA,GA,,,GA,,,GA,GA,,GA,GA,GA,,GA,,,GA,,,,GA,GA,GA,,,,,,GA,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,,GA,,GA,GA,GA,,GA,GA,GA
Microsoft Foundry,Azure Language,,,GA,,GA,,GA,,GA,GA,GA,GA,,,GA,,GA,GA,GA,,GA,GA,GA,,GA,,,GA,,,GA,GA,GA,GA,,,,,,GA,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA
Microsoft Foundry,Azure Machine Learning,,,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,GA,,,GA,,GA,GA,GA,,GA,,,GA,,GA,GA,GA,GA,GA,,,,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,,GA,GA,GA,,GA,GA,GA
Microsoft Foundry,Azure Speech,,,GA,,,,GA,,GA,GA,GA,GA,,,GA,,,GA,GA,,GA,GA,GA,,GA,,,GA,,,GA,GA,GA,GA,,,,,,GA,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Microsoft Foundry,Azure Translator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Foundry,Azure Vision,,,GA,,,,GA,,GA,GA,GA,GA,,GA,,,GA,GA,GA,,GA,GA,GA,,GA,,,GA,,,GA,GA,GA,GA,,,,,,GA,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,,GA,,GA,GA,GA,,GA,GA,GA
Microsoft Foundry,Azure Vision - Face,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,GA,,,GA,,,GA,GA,GA,GA,,,,,,,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA
Microsoft Foundry,Bing Autosuggest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Foundry,Bing Custom Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Foundry,Bing Visual Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Foundry,Bing Web Search,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Foundry,Content Safety,,,GA,,,,,,,GA,,GA,,,,,,,,,,GA,GA,,GA,,,GA,,,GA,GA,,GA,,,,,,GA,,,,GA,,,,GA,GA,,,GA,,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,GA,GA
Microsoft Foundry,Content Understanding,,,Preview,,,,,,Preview,,,,,,,,,,,,,Preview,Preview,,,,,,,,,Preview,,,,,,,,,Preview,,,,,,,Preview,,Preview,,Preview,,,,,,,Preview,,,,,,Preview,,Preview,Preview,Preview
Microsoft Foundry,Foundry Agent Service,,,GA,,,,GA,,GA,GA,,,,,,,,,,,,GA,GA,,GA,,,GA,,,GA,GA,,GA,,,,,,GA,,GA,,GA,,GA,,GA,GA,GA,GA,GA,,GA,,,,GA,GA,,,,,,,,GA,,GA
Microsoft Foundry,Foundry Models,,,GA,,,,GA,,GA,GA,,GA,,,,,,,,,,GA,GA,,GA,,,GA,,,GA,GA,,GA,,,,,,GA,,GA,,GA,,GA,,GA,GA,GA,GA,GA,,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,,GA
Microsoft Foundry,Immersive Reader,,,GA,,,,GA,,GA,,GA,GA,,,,,,,,,GA,GA,GA,,GA,,,GA,,,,GA,GA,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,GA,,,GA,GA,,,,,GA,GA,,GA,GA,GA
Microsoft Foundry,Ink Recognizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Foundry,Observability,,,GA,,,,GA,,GA,GA,,,,,,,,,,,GA,GA,GA,,GA,,,GA,,,GA,GA,GA,GA,,,,,,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,,,GA,,GA,,,,GA,GA,,GA,GA,GA
Microsoft Foundry,Personalizer,,,Closing Down,,,,Closing Down,,Closing Down,,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,,Closing Down,,,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,,,,,,Closing Down,Closing Down,Closing Down,,,Closing Down,,,Closing Down,,Closing Down,,Closing Down,,Closing Down,Closing Down,,,Closing Down,Closing Down,,Closing Down,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down
Microsoft Foundry,Translator Speech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Graph,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Planetary Computer Pro,Offer Coverage,,,,,,,,,Preview,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,Preview,,,,,,,,,,,,,,,,,,,Preview,,,,Preview,,Preview,,,,
Microsoft Sentinel,Offer Coverage,GA,GA,GA,GA,,,GA,GA,GA,,GA,GA,,,GA,,,,GA,,GA,GA,GA,,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,GA,GA,,GA,,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA
Multi-Factor Authentication,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network security perimeter,Offer Coverage,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,,,,,,,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA
Network Watcher,Offer Coverage,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,,,GA,GA,GA,GA,,,,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Network Watcher,Traffic Analytics,GA,,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,,,GA,GA,,GA,GA,GA,GA,GA,,,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Notification Hubs,Offer Coverage,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,GA,,GA,GA,,GA,,GA,GA,GA,,GA,,,GA,,,,GA,GA,GA,,,,,,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,,GA,,GA,GA,,,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA
Nutanix on Azure,Offer Coverage,,,GA,,,,,,,,GA,,,,,,,,,,,GA,GA,,,,,GA,,,,GA,,,,,,,,GA,,,,,GA,,,,GA,GA,,,,,,,,GA,GA,,,,,,GA,,,GA,
Oracle AI Database@Azure,Offer Coverage,,,GA,GA,,,GA,GA,GA,GA,GA,GA,,,,,,,,,,GA,GA,,GA,GA,GA,GA,,,GA,GA,GA,,,,,,,GA,GA,,,,,,,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,GA,,,,,GA,,GA,GA,GA
Planned Maintenance,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power BI,Offer Coverage,,,GA,GA,,,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA
Quota Management,Offer Coverage,,,GA,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,GA,,,,,,,,,GA,,,,,,,,,GA,,GA,,,,,,,GA,,,,,,GA,,,GA,
Quota+ Usage blade,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redis Cache,Offer Coverage,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Redis Cache,Balanced (Compute + Memory),GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,,,,,,,,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,,GA,GA,,GA,GA,GA
Redis Cache,Compute Optimized,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,,,,,,,,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,,GA,GA,,GA,GA,GA
Redis Cache,Memory Optimized,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,,,,,,,,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,,,GA,GA,,GA,GA,GA
Redis Cache,Redis Cache,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,,,Closing Down,,,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down
Redis Cache,Redis Enterprise,,,Closing Down,,,,Closing Down,,Closing Down,,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,,,,,Closing Down,,,,Closing Down,,,,,,,,Closing Down,Closing Down,,,,,,,Closing Down,,Closing Down,,Closing Down,,,,,,,Closing Down,,,,,,Closing Down,,Closing Down,Closing Down,Closing Down
Redis Cache,Redis Enterprise Flash,,,GA,,,,GA,,,,GA,,,,,,,,,,,GA,GA,,,,,GA,,,,,,,,,,,,,GA,,,,,,,GA,,GA,,GA,,,,,,,GA,,,,,,GA,,GA,GA,GA
Resource Move,Offer Coverage,,,GA,,,,GA,,GA,,GA,,,,,,,GA,,,,,GA,,GA,,,GA,,,,GA,,GA,,,,,,,GA,GA,,,GA,,,,,GA,,GA,,GA,,,,GA,GA,,,,GA,,,,,,
Scheduler,Offer Coverage,,,Closing Down,Closing Down,,,Closing Down,,Closing Down,Closing Down,Closing Down,Closing Down,,Closing Down,,,Closing Down,,,,Closing Down,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,,,,,Closing Down,Closing Down,,,,,,,Closing Down,Closing Down,Closing Down,,,,,,,,,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,Closing Down,
Security Platform (Purview),Offer Coverage,,,GA,,,,GA,,GA,GA,GA,,,,,,,,GA,,,GA,GA,,GA,,,GA,,,,GA,,GA,,,,,,,GA,,,,GA,GA,,GA,,GA,,GA,,GA,,,,GA,GA,,,,GA,GA,GA,,GA,GA,GA
Service Bus,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Service Bus,Premium,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Service Connector,Offer Coverage,GA,,GA,GA,,,,,,,,,,,,,,,,,GA,GA,,,,,,,,,,GA,GA,,,,,,,GA,GA,,,,,,,,,,,,,,,,,,GA,GA,,,,GA,GA,,GA,GA,
Service Fabric,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Site Recovery,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
SQL Managed Instance enabled by Azure Arc,Offer Coverage,,,GA,,,,GA,,GA,GA,GA,GA,,,,,,,,,GA,GA,GA,,GA,,,,,,,GA,,GA,,,,,,GA,GA,GA,,,,GA,,GA,,GA,,GA,,GA,,,,GA,GA,GA,,,,GA,GA,,GA,GA,GA
SQL Server on Azure Virtual Machines,Offer Coverage,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Standby Pool,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,,,,,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Offer Coverage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Archive Storage,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,GA,,GA,GA,,GA,GA,GA,,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,,,,GA,GA,GA,,,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Storage,Azure Data Lake Storage Gen2,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Azure File Sync,,,GA,GA,,,GA,,GA,GA,GA,GA,,,GA,,,GA,,,GA,GA,GA,,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA
Storage,Azure Premium Files,GA,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Azure Storage Reservations,,,GA,,,,GA,,GA,,GA,GA,,,GA,,,,,,GA,GA,GA,,GA,,,GA,,,,GA,,GA,,,,,,GA,GA,GA,,,GA,GA,,GA,,GA,,GA,,GA,,,,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA
Storage,Data Box,,,,,,,,,,,,GA,,,,,,,,,,GA,GA,,GA,GA,,,,,,,,,,,,,,GA,GA,,,,,,,GA,,,,,,,,,,,GA,GA,,,,GA,GA,,GA,GA,
Storage,Disk Storage,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Hot/Cool/Cold Blob Storage Tiers,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Import/Export,,,GA,GA,,,GA,,GA,GA,GA,GA,,GA,GA,,GA,,,,GA,GA,GA,,GA,,,GA,,,,GA,GA,GA,,,,,,GA,GA,GA,,,,GA,,GA,GA,GA,,GA,,GA,GA,,,GA,GA,GA,,,GA,GA,GA,GA,GA,GA,
Storage,Managed Disks,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Premium Block Blobs,GA,,GA,GA,,,GA,GA,GA,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,,,,,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Premium SSD v2,,GA,GA,GA,,,GA,,GA,GA,GA,GA,,,,,,,GA,,GA,GA,GA,,GA,,,GA,GA,GA,GA,GA,GA,GA,,,GA,GA,,GA,GA,GA,GA,GA,,GA,,GA,,GA,GA,GA,,GA,,,,GA,GA,GA,,,GA,GA,GA,,GA,GA,GA
Storage,Queues,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Tables,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,,GA,GA,,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA,GA
Storage,Ultra Disk Storage,GA,GA,GA,,,,GA,GA,GA,GA,GA,GA,,,,,,,GA,,GA,GA,GA,,GA,,,GA,GA,,GA,GA,,GA,GA,,,,,GA,GA,,GA,GA,GA,GA,,GA,,GA,GA,GA,,GA,,GA,,GA,GA,GA,GA,GA,GA,,GA,,GA,GA,GA
Time Series Insights,Offer Coverage,,,Closing Down,Closing Down,,,,,Closing Down,,,Closing Down,,,Closing Down,,,Closing Down,,,Closing Down,Closing Down,Closing Down,,Closing Down,,,,,,,,,,,,,,,,Closing Down,,,,,,,Closing Down,,Closing Down,,,,,,,,,Closing Down,Closing Down,,,,Closing Down,Closing Down,,Closing Down,Closing Down,
Time Series Insights,Time Series Insights Gen1,,,Closing Down,Closing Down,,,,,,,,Closing Down,,,Closing Down,,,Closing Down,,,Closing Down,Closing Down,Closing Down,,,,,,,,,,,,,,,,,,Closing Down,,,,,,,Closing Down,,Closing Down,,,,,,,,,Closing Down,Closing Down,,,,Closing Down,Closing Down,,Closing Down,Closing Down,
Traffic Manager,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trusted Hardware Identity Management,Offer Coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Print,Offer Coverage,,,GA,,,,GA,,GA,,,,,,,,,,,,,GA,,,,,,,,,,GA,,,,,,,,,,,,,,,,,GA,GA,,,,,,,,,GA,,,,,,GA,GA,,GA,
